y,m,d,Ta,Rs_in,Rl_in,Da,Pa,Prec,u_Zm,Ca,Albedo,emiss,LAI,Hc
2011,9,10,10.765,142.091,317.961,4.439,99.673,0.07,3.673,388.731,0.13,0.984,1.1,28
2011,9,11,10.166,145.937,315.998,3.622,99.723,0.797,3.432,388.7833333,0.1305,0.984,1.1,28
2011,9,12,9.121,193.75,292.657,4.123,100.369,0,1.717,388.8356667,0.131,0.984,1.1,28
2011,9,13,11.391,210.066,289.825,5.642,100.164,0,2.541,388.888,0.1315,0.984,1.1,28
2011,9,14,13.243,206.721,301.868,6.688,99.886,0,2.442,388.9403333,0.132,0.984,1.1,28
2011,9,15,10.868,214.323,288.205,5.317,99.979,0,1.854,388.9926667,0.132,0.984,1.1,28
2011,9,16,14.486,186.526,326.128,6.613,99.372,1.019,1.905,389.045,0.132,0.984,1.1,28
2011,9,17,17.41,207.575,325.792,11.944,98.987,0,2.439,389.0973333,0.132,0.984,1.1,28
2011,9,18,15.661,219.324,321.814,6.575,99.395,0,1.637,389.1496667,0.132,0.984,1.1,28
2011,9,19,18.787,229.611,328.695,13.445,98.589,1.847,3.902,389.202,0.132,0.984,1.1,28
2011,9,20,11.903,181.301,305.805,4.986,98.887,2.316,3.141,389.2543333,0.132,0.984,1.1,28
2011,9,21,13.118,210.245,306.281,5.847,99.801,0,2.422,389.3066667,0.132,0.984,1.1,28
2011,9,22,16.959,246.135,307.907,11.156,99.532,0,3.723,389.359,0.132,0.984,1.1,28
2011,9,23,13.074,236.328,289.528,7.42,99.82,0,2.941,389.4113333,0.131125,0.984,1.1,28
2011,9,24,11.108,200.75,299.947,5.834,100.046,0,3.116,389.4636667,0.13025,0.984,1.1,28
2011,9,25,12.589,253.012,292.694,6.707,100.121,0,2.184,389.516,0.129375,0.984,1.1,28
2011,9,26,13.265,243.854,299.688,7.226,99.932,0,2.201,389.5683333,0.1285,0.984,1.1,28
2011,9,27,16.795,225.979,331.744,9.68,99.207,0.988,3.408,389.6206667,0.127625,0.984,1.1,28
2011,9,28,17.466,85.116,359.125,6.49,98.01,17.881,3.991,389.673,0.12675,0.984,1.1,28
2011,9,29,11.684,102.562,350.874,1.905,97.549,14.526,3.964,389.7253333,0.125875,0.984,1.1,28
2011,9,30,10.865,151.35,324.809,3.704,98.224,4.183,2.577,389.7776667,0.125,0.984,1.1,28
2011,10,1,10.502,147.405,325.028,1.625,98.742,6.712,2.888,389.83,0.12475,0.984,1.1,28
2011,10,2,11.359,199.848,302.988,4.539,99.967,0,2.857,389.8741935,0.1245,0.984,1.1,28
2011,10,3,11.957,180.713,322.219,4.992,100.195,0.133,1.635,389.9183871,0.12425,0.984,1.1,28
2011,10,4,13.381,214.951,316.984,6.729,100.064,0,1.622,389.9625806,0.124,0.984,1.1,28
2011,10,5,14.311,138.626,342.455,6.286,99.558,0,1.93,390.0067742,0.12375,0.984,1.1,28
2011,10,6,14.072,110.974,354.531,2.931,99.261,1.36,1.167,390.0509677,0.1235,0.984,1.1,28
2011,10,7,13.742,163.612,346.044,3.024,99.118,2.461,0.805,390.0951613,0.12325,0.984,1.1,28
2011,10,8,13.805,204.442,330.779,3.773,99.062,0.714,1.625,390.1393548,0.123,0.984,1.1,28
2011,10,9,12.705,225.158,315.435,4.814,98.957,0.66,2.458,390.1835484,0.123125,0.984,1.1,28
2011,10,10,10.606,162.53,315.376,4.464,98.975,0.07,2.407,390.2277419,0.12325,0.984,1.1,28
2011,10,11,12.147,170.534,322.935,5.271,99.306,0,2.623,390.2719355,0.123375,0.984,1.1,28
2011,10,12,12.091,253.938,302.708,4.832,99.825,0,1.742,390.316129,0.1235,0.984,1.1,28
2011,10,13,14.309,279.096,312.695,6.324,99.732,0,1.696,390.3603226,0.123625,0.984,1.1,28
2011,10,14,17.842,266.332,334.184,10.245,99.112,0,2.324,390.4045161,0.12375,0.984,1.1,28
2011,10,15,16.816,267.695,327.685,7.778,98.836,0,3.038,390.4487097,0.123875,0.984,1.1,28
2011,10,16,12.998,281.26,288.949,7.445,99.996,0,3.439,390.4929032,0.124,0.984,1.1,28
2011,10,17,12.472,301.05,287.289,6.329,101.031,0,1.414,390.5370968,0.12425,0.984,1.1,28
2011,10,18,15.616,309.824,297.418,9.688,100.794,0,2.126,390.5812903,0.1245,0.984,1.1,28
2011,10,19,19.885,302.786,325.355,14.06,100.374,0,2.699,390.6254839,0.12475,0.984,1.1,28
2011,10,20,22.143,277.836,349.435,16.548,100.005,0.499,2.939,390.6696774,0.125,0.984,1.1,28
2011,10,21,18.564,135.02,374.615,6.493,100.156,0.713,1.355,390.713871,0.12525,0.984,1.1,28
2011,10,22,17.432,179.704,364.352,4.002,100.089,4.85,1.033,390.7580645,0.1255,0.984,1.1,28
2011,10,23,21.024,252.953,359.525,12.612,99.478,0,1.863,390.8022581,0.12575,0.984,1.1,28
2011,10,24,18.443,130.876,374.047,10.349,98.767,1.711,3.357,390.8464516,0.126,0.984,1.1,28
2011,10,25,13.791,211.431,333.716,5.782,99.429,0,3.956,390.8906452,0.12625,0.984,1.1,28
2011,10,26,15.696,222.881,348.242,7.139,99.875,0,1.907,390.9348387,0.1265,0.984,1.1,28
2011,10,27,18.231,289.74,337.279,10.62,99.71,0,2.361,390.9790323,0.12675,0.984,1.1,28
2011,10,28,22.21,257.263,376.661,14.842,98.894,2.067,3.233,391.0232258,0.127,0.984,1.1,28
2011,10,29,17.648,250.776,361.466,6.808,99.037,1.916,3.049,391.0674194,0.12725,0.984,1.1,28
2011,10,30,12.953,196.657,332.924,5.11,99.847,0.33,4.22,391.1116129,0.1275,0.984,1.1,28
2011,10,31,13.149,301.418,301.336,6.232,100.334,0,2.975,391.1558065,0.12775,0.984,1.1,28
2011,11,1,15.457,285.296,326.608,6.673,99.913,0,2.239,391.2,0.128,0.984,1.1,28
2011,11,2,14.947,179.676,348.208,5.503,99.427,0.667,2.884,391.228,0.127375,0.984,1.1,28
2011,11,3,15.249,257.365,339.501,6.495,99.512,0.08,2.51,391.256,0.12675,0.984,1.1,28
2011,11,4,16.067,319.633,317.292,7.128,99.713,0,1.411,391.284,0.126125,0.984,1.1,28
2011,11,5,20.153,338.161,325.121,14.338,99.19,0,1.606,391.312,0.1255,0.984,1.1,28
2011,11,6,23.023,275.433,358.919,16.827,98.682,0,2.346,391.34,0.124875,0.984,1.1,28
2011,11,7,21.394,328.629,350.041,13.158,98.942,0,1.626,391.368,0.12425,0.984,1.1,28
2011,11,8,23.089,214.891,386.514,12.475,98.916,0.806,1.698,391.396,0.123625,0.984,1.1,28
2011,11,9,21.346,179.014,391.677,5.574,98.706,18.149,2.637,391.424,0.123,0.984,1.1,28
2011,11,10,16.997,316.325,330.663,8.041,99.368,4.353,2.869,391.452,0.12325,0.984,1.1,28
2011,11,11,16.857,339.658,318.595,8.98,100.005,0,1.429,391.48,0.1235,0.984,1.1,28
2011,11,12,19.037,335.309,332.2,11.605,99.688,0,1.737,391.508,0.12375,0.984,1.1,28
2011,11,13,20.805,227.918,361.216,13.636,99.036,0,2.285,391.536,0.124,0.984,1.1,28
2011,11,14,20.206,321.712,337.845,12.152,98.806,0,2.86,391.564,0.12425,0.984,1.1,28
2011,11,15,20.266,341.861,341.542,12.611,99.395,0.907,2.09,391.592,0.1245,0.984,1.1,28
2011,11,16,17.41,241.728,341.533,8.363,99.738,2.115,1.999,391.62,0.12475,0.984,1.1,28
2011,11,17,19.354,301.741,349.063,10.542,99.534,0.17,1.471,391.648,0.125,0.984,1.1,28
2011,11,18,25.215,311.659,376.81,18.704,99.102,0.332,2.706,391.676,0.12475,0.984,1.1,28
2011,11,19,22.567,146.963,393.681,11.053,98.914,10.565,2.527,391.704,0.1245,0.984,1.1,28
2011,11,20,17.072,332.594,334.259,8.883,99.295,0.078,2.877,391.732,0.12425,0.984,1.1,28
2011,11,21,16.043,345.181,306.592,8.928,99.477,0,1.396,391.76,0.124,0.984,1.1,28
2011,11,22,16.439,250.61,334.747,8.274,99.093,0.042,2.173,391.788,0.12375,0.984,1.1,28
2011,11,23,15.545,354.556,307.381,7.913,99.921,0.025,3.67,391.816,0.1235,0.984,1.1,28
2011,11,24,17.923,338.604,329.461,10.785,100.217,0,2.106,391.844,0.12325,0.984,1.1,28
2011,11,25,17.674,167.986,377.177,4.874,99.587,3.28,2.893,391.872,0.123,0.984,1.1,28
2011,11,26,16.756,176.908,375.941,2.169,98.49,17.434,2.462,391.9,0.1235,0.984,1.1,28
2011,11,27,18.157,314.879,357.678,8.101,98.966,0.173,2.439,391.928,0.124,0.984,1.1,28
2011,11,28,22.662,320.838,363.645,16.246,99.139,0,1.7,391.956,0.1245,0.984,1.1,28
2011,11,29,26.913,275.279,386.171,23.626,98.511,0,3.405,391.984,0.125,0.984,1.1,28
2011,11,30,18.3,301.884,334.302,11.496,99.037,0.869,3.781,392.012,0.1255,0.984,1.1,28
2011,12,1,14.257,320.4,305.117,7.795,100.254,0,2.894,392.04,0.126,0.984,1.1,28
2011,12,2,16.088,370.054,304.588,9.453,100.118,0,2.611,392.0583871,0.1265,0.984,1.1,28
2011,12,3,16.644,340.199,321.095,8.55,99.741,0,2.667,392.0767742,0.127,0.984,1.1,28
2011,12,4,13.864,360.062,297.489,7.293,99.986,0,4.315,392.0951613,0.1265,0.984,1.1,28
2011,12,5,15.928,374.099,300.278,9.951,99.928,0,2.777,392.1135484,0.126,0.984,1.1,28
2011,12,6,18.259,368.331,321.81,11.258,99.51,0,1.533,392.1319355,0.1255,0.984,1.1,28
2011,12,7,20.492,341.703,342.076,14.326,99.075,0,1.201,392.1503226,0.125,0.984,1.1,28
2011,12,8,22.978,335.231,345.421,19.039,98.862,0,2.027,392.1687097,0.1245,0.984,1.1,28
2011,12,9,23.805,306.806,366.379,18.249,98.827,0,2.982,392.1870968,0.124,0.984,1.1,28
2011,12,10,22.428,237.527,380.326,12.691,98.463,2.945,1.864,392.2054839,0.1235,0.984,1.1,28
2011,12,11,18.18,280.001,354.432,7.604,98.5,2.883,3.083,392.223871,0.123,0.984,1.1,28
2011,12,12,16.335,354.311,313.67,9.305,98.824,0,2.596,392.2422581,0.122375,0.984,1.1,28
2011,12,13,15.603,353.81,317.496,8.023,99.287,0,3.674,392.2606452,0.12175,0.984,1.1,28
2011,12,14,16.164,371.5,303.54,9.821,99.583,0,2.683,392.2790323,0.121125,0.984,1.1,28
2011,12,15,19.3,346.506,335.601,12.503,99.504,0,1.86,392.2974194,0.1205,0.984,1.1,28
2011,12,16,22.18,340.661,356.662,14.791,99.518,0,1.903,392.3158065,0.119875,0.984,1.125,28
2011,12,17,24.541,248.341,385.503,17.934,99.42,0.478,3.141,392.3341935,0.11925,0.984,1.15,28
2011,12,18,18.425,36.471,392.172,3.206,98.739,22.541,4.32,392.3525806,0.118625,0.984,1.175,28
2011,12,19,19.672,255.672,377.446,7.375,98.708,1.85,2.873,392.3709677,0.118,0.984,1.2,28
2011,12,20,18.554,356.046,336.563,9.293,99.428,0,2.954,392.3893548,0.119625,0.984,1.2,28
2011,12,21,19.534,319.509,349.677,9.868,99.475,0,2.262,392.4077419,0.12125,0.984,1.2,28
2011,12,22,22.323,318.484,371.417,12.245,99.314,0.069,1.34,392.426129,0.122875,0.984,1.2,28
2011,12,23,24.368,327.071,376.737,15.339,99.043,0.739,1.379,392.4445161,0.1245,0.984,1.2,28
2011,12,24,25.801,341.662,380.15,18.966,98.871,0.811,1.483,392.4629032,0.126125,0.984,1.2,28
2011,12,25,26.337,250.862,393.709,20.26,98.34,2.238,2.922,392.4812903,0.12775,0.984,1.2,28
2011,12,26,20.629,336.572,354.582,10.382,98.573,0,3.2,392.4996774,0.129375,0.984,1.2,28
2011,12,27,17.874,344.196,328.997,9.35,99.2,0,3.134,392.5180645,0.131,0.984,1.2,28
2011,12,28,19.214,379.761,318.885,12.356,99.345,0,3.209,392.5364516,0.1314,0.984,1.2,28
2011,12,29,19.358,369.321,322.479,11.831,99.528,0,3.189,392.5548387,0.1318,0.984,1.2,28
2011,12,30,22.214,374.772,341.221,15.851,99.611,0,1.599,392.5732258,0.1322,0.984,1.2,28
2011,12,31,25.4,378.421,356.427,21.683,99.477,0,1.767,392.5916129,0.1326,0.984,1.2,28
2012,1,1,27.869,367.168,371.429,28.728,99.203,0,1.441,392.61,0.133,0.984,1.2,28
2012,1,2,30.719,368.004,381.231,36.825,99.072,0,2.638,392.6290323,0.133125,0.984,1.2,28
2012,1,3,31.222,339.046,393.958,37.367,98.99,0,2.6,392.6480645,0.13325,0.984,1.2,28
2012,1,4,22.584,353.06,350.108,16.326,99.435,0.302,3.661,392.6670968,0.133375,0.984,1.2,28
2012,1,5,18.354,374.531,310.236,11.977,99.615,0,3.083,392.686129,0.1335,0.984,1.2,28
2012,1,6,19.41,382.341,314.455,14.193,99.445,0,1.918,392.7051613,0.133625,0.984,1.2,28
2012,1,7,24.802,249.214,379.635,23.978,98.607,0,2.654,392.7241935,0.13375,0.984,1.2,28
2012,1,8,21.712,186.086,381.69,10.206,98.248,8.36,4.162,392.7432258,0.133875,0.984,1.2,28
2012,1,9,18.676,331.243,325.435,12.303,98.863,0,3.245,392.7622581,0.134,0.984,1.2,28
2012,1,10,17.965,320.617,331.329,10.844,98.951,0,3.431,392.7812903,0.13375,0.984,1.2,28
2012,1,11,15.425,334.068,314.328,8.784,99.048,0.345,4.917,392.8003226,0.1335,0.984,1.2,28
2012,1,12,16.593,314.719,324.489,9.564,99.798,0,2.897,392.8193548,0.13325,0.984,1.2,28
2012,1,13,17.163,321.331,327.238,8.531,99.736,0,3.054,392.8383871,0.133,0.984,1.2,28
2012,1,14,17.297,363.268,315.391,9.619,99.721,0,3.71,392.8574194,0.13275,0.984,1.2,28
2012,1,15,20.322,341.393,340.961,13.394,99.607,0,2.35,392.8764516,0.1325,0.984,1.2,28
2012,1,16,25.09,360.889,361.006,20.351,99.546,0,3.365,392.8954839,0.13225,0.984,1.2,28
2012,1,17,27.381,348.383,374.812,24.88,99.445,0,3.493,392.9145161,0.132,0.984,1.2,28
2012,1,18,26.143,275.346,384.303,20.952,99.3,1.552,2.541,392.9335484,0.132125,0.984,1.2,28
2012,1,19,21.962,354.613,351.297,14.512,99.5,0,2.967,392.9525806,0.13225,0.984,1.2,28
2012,1,20,21.751,358.25,343.114,13.89,99.324,0,2.814,392.9716129,0.132375,0.984,1.2,28
2012,1,21,23.146,314.869,371.941,13.336,99.328,0,3.355,392.9906452,0.1325,0.984,1.2,28
2012,1,22,26.048,329.777,382.343,18.86,99.673,0,2.517,393.0096774,0.132625,0.984,1.2,28
2012,1,23,25.524,360.325,354.91,21.588,99.673,0,2.361,393.0287097,0.13275,0.984,1.2,28
2012,1,24,26.183,357.445,361.958,23.321,99.316,0,1.855,393.0477419,0.132875,0.984,1.2,28
2012,1,25,25.181,352.204,357.357,19.22,99.165,0,2.753,393.0667742,0.133,0.984,1.2,28
2012,1,26,21.676,338.715,351.149,14.141,99.366,0,3.89,393.0858065,0.133375,0.984,1.2,28
2012,1,27,25.643,287.105,393.386,19.709,99.258,0,1.856,393.1048387,0.13375,0.984,1.2,28
2012,1,28,27.574,316.175,400.925,21.84,98.957,0,1.999,393.123871,0.134125,0.984,1.2,28
2012,1,29,27.664,315.65,404.262,21.702,98.255,2.698,2.804,393.1429032,0.1345,0.984,1.2,28
2012,1,30,21.423,178.693,392.648,6.351,97.542,13.261,4.182,393.1619355,0.134875,0.984,1.2,28
2012,1,31,16.498,311.099,329.16,8.629,99.165,0,4.403,393.1809677,0.13525,0.984,1.2,28
2012,2,1,18.206,302.277,329.458,10.783,99.349,0,3.049,393.2,0.135625,0.984,1.2,28
2012,2,2,19.582,234.487,362.071,9.35,98.959,0.881,1.336,393.217931,0.136,0.984,1.2,28
2012,2,3,21.342,286.614,362.468,11.912,98.541,0.385,1.07,393.2358621,0.135875,0.984,1.2,28
2012,2,4,24.304,300.119,369.12,20.174,98.127,0,2.207,393.2537931,0.13575,0.984,1.2,28
2012,2,5,23.743,222.527,365.154,18.672,97.662,0,4.933,393.2717241,0.135625,0.984,1.2,28
2012,2,6,17.483,323.537,316.518,11.363,98.581,0,2.363,393.2896552,0.1355,0.984,1.2,28
2012,2,7,17.759,310.467,320.125,10.595,98.938,0,2.538,393.3075862,0.135375,0.984,1.2,28
2012,2,8,17.562,334.75,314.365,10.782,99.232,0,3.03,393.3255172,0.13525,0.984,1.2,28
2012,2,9,19.542,317.123,334.701,13.355,99.028,0,1.622,393.3434483,0.135125,0.984,1.2,28
2012,2,10,20.268,257.276,358.806,12.086,98.948,0.483,1.598,393.3613793,0.135,0.984,1.2,28
2012,2,11,18.066,215.889,360.448,5.594,99.186,2.183,3.113,393.3793103,0.134375,0.984,1.2,28
2012,2,12,18.813,217.508,355.23,7.985,99.446,0.451,2.538,393.3972414,0.13375,0.984,1.2,28
2012,2,13,20.199,276.405,349.762,10.528,99.69,0,2.568,393.4151724,0.133125,0.984,1.2,28
2012,2,14,22.527,318.084,356.574,14.541,99.677,0,1.21,393.4331034,0.1325,0.984,1.2,28
2012,2,15,25.567,297.128,367.263,23.029,99.369,0,2.389,393.4510345,0.131875,0.984,1.2,28
2012,2,16,25.347,255.583,380.03,19.792,99.306,1.116,2.345,393.4689655,0.13125,0.984,1.2,28
2012,2,17,22.202,277.937,369.884,11.172,99.419,0.493,2.026,393.4868966,0.130625,0.984,1.2,28
2012,2,18,23.158,311.631,362.254,15.132,99.395,0,1.726,393.5048276,0.13,0.984,1.2,28
2012,2,19,24.122,210.158,387.85,16.236,99.188,0,1.385,393.5227586,0.1295,0.984,1.2,28
2012,2,20,19.969,179.744,374.771,5.232,99.228,6.006,2.325,393.5406897,0.129,0.984,1.2,28
2012,2,21,20.129,221.998,370.992,9.332,99.276,0.062,2.532,393.5586207,0.1285,0.984,1.2,28
2012,2,22,21.186,284.597,355.24,11.611,99.387,0,1.48,393.5765517,0.128,0.984,1.2,28
2012,2,23,23.228,310.27,351.814,17.074,99.691,0,1.412,393.5944828,0.1275,0.984,1.175,28
2012,2,24,25.407,309.866,355.982,23.246,99.771,0,1.498,393.6124138,0.127,0.984,1.15,28
2012,2,25,28.274,306.087,366.059,29.08,99.569,0,2.676,393.6303448,0.1265,0.984,1.125,28
2012,2,26,26.267,232.639,397.202,16.371,99.19,1.097,3.666,393.6482759,0.126,0.984,1.1,28
2012,2,27,23.449,103.827,415.467,4.044,99.116,18.49,2.62,393.6662069,0.126,0.984,1.1,28
2012,2,28,20.283,146.154,395.348,5.25,99.262,12,2.895,393.6841379,0.126,0.984,1.1,28
2012,2,29,18.984,169.174,374.627,7.313,99.35,0.598,3.174,393.702069,0.126,0.984,1.1,28
2012,3,1,17.638,138.872,375.484,5.784,98.996,0.598,4.234,393.72,0.126,0.984,1.1,28
2012,3,2,17.284,72.028,384.254,5.444,99.145,4.26,4.074,393.7287097,0.126,0.984,1.1,28
2012,3,3,16.016,13.183,394.479,1.303,98.964,32.973,3.29,393.7374194,0.126,0.984,1.1,28
2012,3,4,19.245,214.94,373.456,6.361,98.92,1.029,2.582,393.746129,0.126,0.984,1.1,28
2012,3,5,17.435,243.532,340.332,7.281,99.709,0,2.704,393.7548387,0.126,0.984,1.1,28
2012,3,6,16.774,250.284,334.413,6.549,100.116,0,3.366,393.7635484,0.125625,0.984,1.1,28
2012,3,7,16.272,249.934,323.359,6.92,100.383,0,4.092,393.7722581,0.12525,0.984,1.1,28
2012,3,8,17.017,244.614,332.999,6.847,99.707,0,3.172,393.7809677,0.124875,0.984,1.1,28
2012,3,9,18.492,267.251,335.235,8.127,99.182,0,2.015,393.7896774,0.1245,0.984,1.1,28
2012,3,10,16.825,263.601,321.331,7.171,99.574,0,2.161,393.7983871,0.124125,0.984,1.1,28
2012,3,11,16.196,268.224,314.977,7.012,99.749,0,1.758,393.8070968,0.12375,0.984,1.1,28
2012,3,12,17.783,270.774,325.398,8.044,99.78,0,1.268,393.8158065,0.123375,0.984,1.1,28
2012,3,13,19.503,270.793,332.858,10.549,99.559,0,1.5,393.8245161,0.123,0.984,1.1,28
2012,3,14,21.738,209.225,362.887,11.006,99.294,0.286,2.719,393.8332258,0.122875,0.984,1.1,28
2012,3,15,23.663,198.726,385.077,12.606,98.868,1.303,3.783,393.8419355,0.12275,0.984,1.1,28
2012,3,16,18.388,77.093,369.038,5.226,99.014,1.964,1.821,393.8506452,0.122625,0.984,1.1,28
2012,3,17,17.027,245.217,326.332,7.282,99.82,0,2.517,393.8593548,0.1225,0.984,1.1,28
2012,3,18,17.483,251.227,320.537,7.499,100.237,0,2.172,393.8680645,0.122375,0.984,1.075,28
2012,3,19,18.832,256.392,327.99,8.975,100.041,0,2.038,393.8767742,0.12225,0.984,1.05,28
2012,3,20,21.359,243.874,345.167,11.515,99.206,0,3.704,393.8854839,0.122125,0.984,1.025,28
2012,3,21,17.846,131.698,341.846,8.819,98.652,0.431,3.497,393.8941935,0.122,0.984,1,28
2012,3,22,14.949,250.487,306.592,7.88,98.832,0,1.891,393.9029032,0.122375,0.984,1,28
2012,3,23,13.499,174.068,323.019,6.649,98.719,0,4.14,393.9116129,0.12275,0.984,1,28
2012,3,24,14.7,132.698,343.989,6.608,99.456,0.369,2.457,393.9203226,0.123125,0.984,1,28
2012,3,25,14.083,203.426,319.147,6.064,100.109,0,1.12,393.9290323,0.1235,0.984,1,28
2012,3,26,14.676,221.718,319.048,6.199,100.145,0,1.127,393.9377419,0.123875,0.984,1,28
2012,3,27,15.764,170.685,337.958,6.345,100.15,0,1.454,393.9464516,0.12425,0.984,1,28
2012,3,28,16.969,235.655,325.469,7.815,99.869,0,1.038,393.9551613,0.124625,0.984,1,28
2012,3,29,17.852,200.414,337.509,8.621,99.693,0.318,1.348,393.963871,0.125,0.984,1,28
2012,3,30,19.32,207.423,339.833,10.607,99.478,0,2.072,393.9725806,0.12525,0.984,1,28
2012,3,31,21.719,202.881,355.35,13.911,99.319,0,2.873,393.9812903,0.1255,0.984,1,28
2012,4,1,16.884,211.916,324.063,7.293,99.625,0,1.509,393.99,0.12575,0.984,1,28
2012,4,2,17.733,223.663,326.624,9.249,99.374,0,1.721,393.9863333,0.126,0.984,1,28
2012,4,3,20.974,205.315,358.442,10.971,99.18,0,1.623,393.9826667,0.12625,0.984,1,28
2012,4,4,19.239,214.531,340.463,7.922,99.479,0,1.05,393.979,0.1265,0.984,1,28
2012,4,5,20.165,212.554,344.751,8.954,99.639,0,0.921,393.9753333,0.12675,0.984,1,28
2012,4,6,21.208,203.891,351.105,11.938,99.289,0.146,3.293,393.9716667,0.127,0.984,1,28
2012,4,7,14.196,197.835,301.778,7.402,99.965,0,2.284,393.968,0.12675,0.984,1,28
2012,4,8,13.744,183.998,310.179,7.048,99.708,0,1.932,393.9643333,0.1265,0.984,1,28
2012,4,9,12.414,137.228,318.252,5.037,99.984,0.144,3.666,393.9606667,0.12625,0.984,1,28
2012,4,10,11.591,161.71,298.461,5.341,101.003,0,2.871,393.957,0.126,0.984,1,28
2012,4,11,13.069,195.809,299.755,5.698,101.235,0,1.515,393.9533333,0.12575,0.984,0.975,28
2012,4,12,14.798,199.886,301.867,7.585,101.092,0,1.115,393.9496667,0.1255,0.984,0.95,28
2012,4,13,14.997,199.477,300.796,8.979,100.761,0,1.619,393.946,0.12525,0.984,0.925,28
2012,4,14,16.199,178.341,314.378,10.287,100.271,0,2.022,393.9423333,0.125,0.984,0.9,28
2012,4,15,18.294,190.285,322.625,11.43,100.081,0,1.779,393.9386667,0.12425,0.984,0.9,28
2012,4,16,17.175,171.341,332.432,8.258,100.239,0,1.571,393.935,0.1235,0.984,0.9,28
2012,4,17,17.384,180.078,325.471,8.03,100.293,0,1.656,393.9313333,0.12275,0.984,0.9,28
2012,4,18,17.639,148.961,344.396,6.753,100.02,0.802,1.553,393.9276667,0.122,0.984,0.9,28
2012,4,19,16.915,83.399,366.159,2.105,99.591,7.02,1.441,393.924,0.12125,0.984,0.9,28
2012,4,20,17.238,162.058,345.413,5.345,99.514,0,1.122,393.9203333,0.1205,0.984,0.9,28
2012,4,21,17.97,161.919,359.882,6.597,99.299,0.068,1.227,393.9166667,0.11975,0.984,0.9,28
2012,4,22,17.201,119.971,353.528,4.263,98.73,6.633,2.405,393.913,0.119,0.984,0.9,28
2012,4,23,13.227,132.045,309.452,4.153,98.828,4.389,2.472,393.9093333,0.1185,0.984,0.9,28
2012,4,24,9.559,81.994,307.604,2.29,99.321,2.732,2.835,393.9056667,0.118,0.984,0.9,28
2012,4,25,12.185,120.749,320.302,4.497,99.661,0.199,3.763,393.902,0.1175,0.984,0.9,28
2012,4,26,12.638,104.372,331.462,3.778,100.035,0.051,1.742,393.8983333,0.117,0.984,0.9,28
2012,4,27,13.694,150.864,320.964,4.435,100.144,0,1.369,393.8946667,0.1165,0.984,0.9,28
2012,4,28,13.891,159.333,315.013,5.348,100.002,0,1.895,393.891,0.116,0.984,0.9,28
2012,4,29,12.353,154.008,297.889,4.667,100.315,0,1.97,393.8873333,0.1155,0.984,0.9,28
2012,4,30,11.916,130.169,306.109,4.51,100.184,0,1.597,393.8836667,0.115,0.984,0.9,28
2012,5,1,15.647,156.477,317.175,7.505,99.89,0,2.614,393.88,0.115375,0.984,0.9,28
2012,5,2,12.144,108.447,320.384,4.046,100.161,0.51,3.047,393.8464516,0.11575,0.984,0.9,28
2012,5,3,10.303,94.946,310.461,3.711,100.101,0.199,2.143,393.8129032,0.116125,0.984,0.9,28
2012,5,4,11.331,84.883,338.274,3.729,100.051,0.21,1.803,393.7793548,0.1165,0.984,0.9,28
2012,5,5,11.687,115.989,325.609,3.998,99.938,0,1.641,393.7458065,0.116875,0.984,0.9,28
2012,5,6,11.358,122.457,317.379,4.147,99.7,0,1.331,393.7122581,0.11725,0.984,0.9,28
2012,5,7,12.658,96.367,326.633,5.783,99.51,0.439,2.181,393.6787097,0.117625,0.984,0.9,28
2012,5,8,15.257,145.961,314.682,8.321,99.32,0,2.24,393.6451613,0.118,0.984,0.9,28
2012,5,9,17.289,104.107,338.125,9.738,99.528,0.35,2.624,393.6116129,0.118125,0.984,0.9,28
2012,5,10,13.161,146.776,299.342,5.078,99.912,0,1.554,393.5780645,0.11825,0.984,0.9,28
2012,5,11,12.47,136.811,298.671,5.933,99.725,0,2.392,393.5445161,0.118375,0.984,0.9,28
2012,5,12,10.429,117.416,297.602,4.827,99.864,0,2.585,393.5109677,0.1185,0.984,0.9,28
2012,5,13,11.08,84.935,323.587,3.421,99.817,1.027,3.894,393.4774194,0.118625,0.984,0.925,28
2012,5,14,11.526,87.907,320.161,3.436,100.487,0.147,2.73,393.443871,0.11875,0.984,0.95,28
2012,5,15,11.825,93.283,319.62,3.149,100.579,0.236,2.008,393.4103226,0.118875,0.984,0.975,28
2012,5,16,11.895,101.922,323.517,3.508,100.398,0.088,0.863,393.3767742,0.119,0.984,1,28
2012,5,17,10.214,130.89,287.196,3.951,100.209,0,1.55,393.3432258,0.118375,0.984,1,28
2012,5,18,11.477,126.908,295.753,5.522,100.063,0,1.932,393.3096774,0.11775,0.984,1,28
2012,5,19,11.225,107.185,307.984,3.831,100.234,0.098,1.612,393.276129,0.117125,0.984,1,28
2012,5,20,9.493,125.356,281.972,3.295,100.469,0,1.141,393.2425806,0.1165,0.984,1,28
2012,5,21,8.912,133.554,274.009,3.966,100.146,0,1.717,393.2090323,0.115875,0.984,1,28
2012,5,22,11.94,115.288,306.31,5.903,99.875,0,2.583,393.1754839,0.11525,0.984,1,28
2012,5,23,14.439,123.741,299.702,9.305,99.42,0,3.692,393.1419355,0.114625,0.984,1,28
2012,5,24,12.245,69.506,332.084,4.947,99.216,6.282,1.791,393.1083871,0.114,0.984,1,28
2012,5,25,9.374,10.146,337.247,1.547,98.776,18.228,3.211,393.0748387,0.114,0.984,1,28
