y,m,d,Ec,Ei,Es,Es_eq,ET,Rn,FILTER,ET_obs
2013,5,6,0.64,0.00,0.16,0.56,0.79,60.00,1,0.44
2013,5,7,0.38,0.05,0.08,0.27,0.51,27.74,0,0.39
2013,5,8,0.60,0.00,0.20,0.67,0.81,63.82,1,0.76
2013,5,9,0.59,0.00,0.19,0.62,0.78,56.67,1,0.42
2013,5,10,0.58,0.00,0.17,0.55,0.75,50.34,1,0.44
2013,5,11,0.66,0.00,0.18,0.59,0.84,52.74,1,0.57
2013,5,12,0.50,0.15,0.16,0.45,0.82,40.91,0,1.12
2013,5,13,0.25,0.65,0.21,0.37,1.12,37.19,0,1.06
2013,5,14,0.19,0.06,0.15,0.25,0.40,27.21,0,0.84
2013,5,15,0.11,0.62,0.12,0.16,0.86,16.22,0,1.18
2013,5,16,0.25,0.11,0.23,0.30,0.60,30.96,0,1.10
2013,5,17,0.37,0.07,0.23,0.28,0.67,28.88,0,0.70
2013,5,18,0.31,0.04,0.21,0.24,0.55,25.29,0,0.59
2013,5,19,0.42,0.00,0.38,0.43,0.80,44.41,1,0.60
2013,5,20,0.26,0.72,0.54,0.54,1.52,55.13,0,0.97
2013,5,21,0.38,0.00,0.38,0.38,0.76,39.13,1,0.65
2013,5,22,0.05,0.00,0.00,0.00,0.05,-5.41,0,-0.29
2013,5,23,0.39,0.00,0.40,0.40,0.79,40.88,1,1.01
2013,5,24,0.41,0.00,0.36,0.36,0.77,36.80,1,0.61
2013,5,25,0.39,0.00,0.25,0.25,0.64,25.47,1,0.42
2013,5,26,0.41,0.01,0.32,0.32,0.74,31.41,0,0.65
2013,5,27,0.41,0.00,0.27,0.27,0.69,27.58,1,0.38
2013,5,28,0.35,0.00,0.38,0.38,0.72,38.55,1,0.43
2013,5,29,0.41,0.00,0.31,0.31,0.73,30.18,1,0.61
2013,5,30,0.09,0.68,0.10,0.10,0.87,9.25,0,2.50
2013,5,31,0.21,0.37,0.42,0.42,1.00,38.78,0,0.89
2013,6,1,0.04,2.02,0.09,0.09,2.15,8.21,0,-0.49
2013,6,2,0.31,0.01,0.19,0.19,0.51,18.65,0,0.66
2013,6,3,0.27,0.00,0.21,0.21,0.49,21.64,1,0.62
2013,6,4,0.23,0.01,0.26,0.26,0.50,25.62,0,0.38
2013,6,5,0.13,0.07,0.20,0.20,0.39,20.77,0,0.46
2013,6,6,0.35,0.00,0.60,0.60,0.95,57.84,1,1.02
2013,6,7,0.33,0.58,0.28,0.28,1.20,28.07,0,0.81
2013,6,8,0.33,0.00,0.25,0.25,0.58,28.12,1,0.43
2013,6,9,0.28,0.00,0.35,0.35,0.63,39.75,1,0.49
2013,6,10,0.35,0.00,0.44,0.44,0.79,46.36,1,0.86
2013,6,11,0.34,0.01,0.43,0.43,0.78,42.53,0,0.51
2013,6,12,0.04,1.91,0.12,0.12,2.07,12.38,0,-3.87
2013,6,13,0.17,0.14,0.32,0.32,0.63,32.09,0,1.32
2013,6,14,0.24,0.17,0.04,0.04,0.46,4.27,0,0.21
2013,6,15,0.39,0.00,0.15,0.15,0.53,15.43,0,0.54
2013,6,16,0.33,0.00,0.19,0.19,0.52,19.78,1,0.54
2013,6,17,0.24,0.50,0.09,0.09,0.84,9.76,0,0.36
2013,6,18,0.29,0.36,0.20,0.20,0.85,20.97,0,0.58
2013,6,19,0.37,0.00,0.17,0.17,0.54,18.78,0,0.32
2013,6,20,0.29,0.00,0.30,0.30,0.58,33.77,1,0.38
2013,6,21,0.30,0.00,0.38,0.38,0.68,44.19,1,0.69
2013,6,22,0.32,0.00,0.34,0.34,0.66,38.45,1,0.44
2013,6,23,0.39,0.00,0.23,0.23,0.62,24.86,1,0.38
2013,6,24,0.26,0.00,0.09,0.09,0.36,10.22,1,0.26
2013,6,25,0.38,0.00,0.21,0.21,0.59,21.98,1,0.49
2013,6,26,0.38,0.00,0.21,0.21,0.59,22.14,1,0.32
2013,6,27,0.33,0.00,0.39,0.39,0.71,41.68,1,0.41
2013,6,28,0.40,0.00,0.29,0.29,0.69,29.25,1,0.34
2013,6,29,0.34,0.00,0.28,0.28,0.62,28.58,1,0.40
2013,6,30,0.30,0.01,0.30,0.30,0.62,31.17,0,0.47
2013,7,1,0.11,0.07,0.26,0.26,0.44,25.86,0,0.52
2013,7,2,0.29,0.00,0.41,0.41,0.70,38.96,1,0.53
2013,7,3,0.27,0.00,0.32,0.32,0.60,32.45,1,0.86
2013,7,4,0.30,0.26,0.22,0.22,0.78,20.23,0,2.06
2013,7,5,0.29,0.08,0.39,0.39,0.77,37.82,0,1.37
2013,7,6,0.10,0.21,0.14,0.14,0.46,14.40,0,0.76
2013,7,7,0.05,0.13,0.24,0.24,0.41,25.07,0,0.67
2013,7,8,0.11,0.01,0.52,0.52,0.64,56.51,0,0.85
2013,7,9,0.25,0.00,0.51,0.51,0.75,53.12,1,0.78
2013,7,10,0.28,0.00,0.37,0.37,0.64,37.94,1,0.39
2013,7,11,0.15,0.00,0.19,0.19,0.34,19.57,1,0.39
2013,7,12,0.28,0.00,0.58,0.58,0.86,56.60,1,0.95
2013,7,13,0.13,1.12,0.34,0.34,1.59,31.28,0,1.15
2013,7,14,0.05,0.74,0.11,0.11,0.89,9.55,0,1.14
2013,7,15,0.18,0.44,0.46,0.46,1.07,41.06,0,0.97
2013,7,16,0.09,0.11,0.29,0.29,0.49,26.73,0,0.52
2013,7,17,0.07,0.12,0.17,0.17,0.35,15.19,0,1.07
2013,7,18,0.25,1.23,0.34,0.34,1.81,28.41,0,1.69
2013,7,19,0.15,0.71,0.26,0.26,1.12,23.29,0,1.11
2013,7,20,0.11,0.71,0.16,0.16,0.97,16.00,0,0.76
2013,7,21,0.18,0.06,0.23,0.23,0.47,22.88,0,0.70
2013,7,22,0.21,0.05,0.34,0.34,0.59,32.96,0,0.92
2013,7,23,0.19,0.03,0.28,0.28,0.50,27.37,0,1.03
2013,7,24,0.37,0.00,0.40,0.40,0.77,38.68,1,0.90
2013,7,25,0.12,0.02,0.28,0.28,0.42,29.76,0,0.47
2013,7,26,0.20,0.02,0.43,0.43,0.65,41.86,0,0.48
2013,7,27,0.29,0.00,0.56,0.56,0.85,54.27,1,0.72
2013,7,28,0.26,0.41,0.21,0.21,0.89,19.27,0,1.57
2013,7,29,0.24,0.10,0.32,0.32,0.66,28.73,0,0.72
2013,7,30,0.34,0.01,0.43,0.43,0.77,40.20,0,0.97
2013,7,31,0.31,0.00,0.48,0.48,0.79,47.52,1,0.71
2013,8,1,0.26,0.00,0.63,0.63,0.89,64.08,1,1.27
2013,8,2,0.18,0.10,0.05,0.05,0.33,4.84,0,0.25
2013,8,3,0.14,0.90,0.31,0.31,1.35,31.51,0,1.08
2013,8,4,0.18,0.09,0.34,0.34,0.61,33.33,0,0.99
2013,8,5,0.12,0.37,0.27,0.27,0.76,25.51,0,1.27
2013,8,6,0.42,0.25,0.63,0.63,1.30,57.01,0,1.56
2013,8,7,0.15,0.73,0.50,0.50,1.38,52.23,0,0.84
2013,8,8,0.39,0.01,0.66,0.66,1.07,64.28,0,1.43
2013,8,9,0.08,0.54,0.28,0.28,0.90,27.84,0,1.66
2013,8,10,0.35,0.02,0.84,0.84,1.20,79.87,0,1.69
2013,8,11,0.28,0.01,0.66,0.66,0.95,63.16,0,1.45
2013,8,12,0.44,0.52,0.88,0.88,1.84,81.36,0,2.15
2013,8,13,0.34,0.06,0.59,0.59,0.99,55.84,0,1.31
2013,8,14,0.25,0.26,0.10,0.10,0.62,9.89,0,0.66
2013,8,15,0.43,0.00,0.78,0.78,1.20,80.20,1,1.48
2013,8,16,0.47,0.32,0.89,0.89,1.68,89.80,0,1.87
2013,8,17,0.32,0.33,0.55,0.55,1.20,57.16,0,1.85
2013,8,18,0.43,0.41,0.68,0.68,1.52,67.72,0,2.16
2013,8,19,0.31,0.14,0.46,0.46,0.91,52.22,0,1.30
2013,8,20,0.30,0.08,0.51,0.51,0.90,59.12,0,1.24
2013,8,21,0.26,0.15,0.60,0.60,1.01,66.60,0,1.25
2013,8,22,0.27,0.52,0.82,0.82,1.61,86.05,0,2.39
2013,8,23,0.26,0.28,0.43,0.43,0.96,42.50,0,1.55
2013,8,24,0.24,0.02,0.36,0.36,0.61,36.15,0,0.73
2013,8,25,0.33,0.07,0.64,0.64,1.04,63.94,0,1.09
2013,8,26,0.48,0.00,0.78,0.78,1.26,75.53,1,0.89
2013,8,27,0.46,0.00,0.84,0.84,1.31,81.65,0,1.21
2013,8,28,0.60,0.03,0.93,0.93,1.55,85.75,0,1.81
2013,8,29,0.33,0.15,0.14,0.14,0.62,12.52,0,1.24
2013,8,30,0.41,0.06,0.78,0.78,1.26,74.37,0,1.60
2013,8,31,0.68,0.00,1.20,1.20,1.88,113.26,0,2.22
2013,9,1,0.66,0.00,0.96,0.96,1.62,86.64,0,1.78
2013,9,2,0.75,0.00,1.14,1.14,1.89,101.48,0,1.43
2013,9,3,0.73,0.00,1.25,1.25,1.99,111.27,0,1.55
2013,9,4,0.73,0.00,1.27,1.27,2.00,110.43,0,1.79
2013,9,5,0.43,0.26,0.47,0.47,1.17,41.32,0,1.16
2013,9,6,0.18,0.36,0.22,0.22,0.77,21.68,0,0.86
2013,9,7,0.67,0.00,1.31,1.31,1.98,129.68,1,2.04
2013,9,8,0.71,0.00,1.27,1.27,1.98,129.89,1,1.67
2013,9,9,0.77,0.00,0.90,0.90,1.67,85.64,1,1.74
2013,9,10,0.70,0.03,0.96,0.96,1.68,101.45,0,1.37
2013,9,11,0.57,0.03,0.83,0.84,1.43,94.32,0,1.09
2013,9,12,0.64,0.01,0.89,0.89,1.54,102.97,0,1.15
2013,9,13,0.38,0.52,0.34,0.35,1.25,42.12,0,0.69
2013,9,14,0.57,0.04,0.64,0.66,1.24,70.71,0,1.06
2013,9,15,0.78,0.11,1.19,1.36,2.08,139.43,0,1.58
2013,9,16,0.08,2.84,0.07,0.07,2.99,7.71,0,3.15
2013,9,17,0.58,0.20,1.15,1.15,1.93,117.37,0,2.43
2013,9,18,0.49,0.76,0.90,0.90,2.15,95.65,0,1.83
2013,9,19,0.60,0.07,1.04,1.04,1.71,115.56,0,1.75
2013,9,20,0.50,0.30,0.87,0.87,1.67,95.27,0,2.07
2013,9,21,0.71,0.06,1.10,1.10,1.88,119.54,0,1.67
2013,9,22,0.76,0.26,1.35,1.35,2.37,137.79,0,2.13
2013,9,23,0.86,0.00,1.18,1.18,2.03,113.20,1,2.19
2013,9,24,0.93,0.03,1.34,1.34,2.30,126.99,0,1.93
2013,9,25,0.96,0.50,1.59,1.59,3.06,150.71,0,2.62
2013,9,26,0.77,0.72,1.23,1.23,2.72,130.07,0,2.40
2013,9,27,0.87,0.02,1.43,1.43,2.32,152.63,0,1.99
2013,9,28,0.78,0.02,1.09,1.09,1.89,116.14,0,1.51
2013,9,29,0.86,0.00,1.39,1.39,2.25,145.98,0,1.51
2013,9,30,0.64,0.00,0.33,0.33,0.97,30.61,0,1.67
2013,10,1,0.84,0.65,1.45,1.45,2.94,147.32,0,3.01
2013,10,2,0.54,0.54,0.60,0.60,1.68,65.04,0,1.90
2013,10,3,0.68,0.01,0.95,0.95,1.64,106.45,0,1.75
2013,10,4,0.88,0.00,1.50,1.50,2.38,161.16,0,1.61
2013,10,5,0.98,0.01,1.16,1.16,2.14,112.77,0,2.23
2013,10,6,0.82,0.00,1.52,1.52,2.34,156.70,1,1.71
2013,10,7,0.89,0.00,1.65,1.65,2.54,175.01,0,1.45
2013,10,8,0.97,0.00,1.64,1.64,2.61,165.89,0,1.52
2013,10,9,1.17,0.00,1.80,1.80,2.97,169.16,0,2.27
2013,10,10,0.76,0.64,0.67,0.67,2.07,63.35,0,1.67
2013,10,11,0.94,0.00,1.63,1.63,2.57,170.10,1,1.87
2013,10,12,1.13,0.00,1.77,1.77,2.90,173.25,0,1.93
2013,10,13,0.67,0.23,0.72,0.72,1.61,77.17,0,1.18
2013,10,14,0.61,0.14,1.05,1.05,1.80,127.18,0,1.68
2013,10,15,1.01,0.00,1.63,1.63,2.63,189.16,0,2.35
2013,10,16,1.34,0.00,1.45,1.45,2.78,146.08,0,2.87
2013,10,17,1.00,0.17,1.34,1.34,2.51,155.11,0,1.28
2013,10,18,1.14,0.00,1.06,1.58,2.20,184.40,0,1.67
2013,10,19,1.35,0.00,1.10,1.73,2.45,179.96,0,1.97
2013,10,20,1.49,0.00,0.95,1.78,2.43,167.39,0,2.01
2013,10,21,0.71,0.19,0.33,0.61,1.23,62.02,0,1.09
2013,10,22,0.45,1.05,0.32,0.51,1.82,55.21,0,1.18
2013,10,23,0.61,0.21,0.52,0.79,1.34,88.20,0,2.04
2013,10,24,0.90,0.00,0.85,1.38,1.76,169.01,1,1.81
2013,10,25,0.80,0.02,0.64,1.03,1.47,124.66,0,1.23
2013,10,26,0.98,0.00,0.93,1.50,1.90,174.76,0,1.57
2013,10,27,1.00,0.12,0.87,1.53,1.99,172.70,0,1.53
2013,10,28,0.90,0.16,0.69,1.39,1.75,151.44,0,2.51
2013,10,29,0.97,0.00,0.83,1.69,1.80,194.45,1,1.53
2013,10,30,1.07,0.00,0.89,1.86,1.96,209.83,1,1.66
2013,10,31,1.07,0.00,0.88,1.87,1.95,209.79,0,1.55
2013,11,1,1.37,0.00,0.87,1.90,2.24,196.25,0,2.01
2013,11,2,1.28,0.00,0.51,1.35,1.79,134.41,1,1.64
2013,11,3,1.05,0.00,0.54,1.75,1.59,196.29,1,1.51
2013,11,4,0.97,0.00,0.51,1.68,1.48,199.07,0,1.26
2013,11,5,1.34,0.00,0.58,1.94,1.92,208.28,0,1.66
2013,11,6,1.49,0.00,0.60,2.05,2.09,201.86,0,1.87
2013,11,7,1.19,0.00,0.32,1.08,1.51,103.36,1,1.66
2013,11,8,0.73,0.04,0.25,0.81,1.02,86.36,0,1.40
2013,11,9,0.82,0.02,0.32,1.01,1.16,118.86,0,1.20
2013,11,10,1.06,0.00,0.59,1.88,1.64,217.28,0,1.57
2013,11,11,0.64,0.17,0.18,0.72,1.00,83.75,0,1.49
2013,11,12,0.19,1.79,0.12,0.23,2.11,27.51,0,1.39
2013,11,13,0.55,0.07,0.44,0.81,1.06,94.85,0,2.28
2013,11,14,0.95,0.01,0.80,1.58,1.76,178.56,0,2.48
2013,11,15,1.02,0.00,0.92,1.92,1.95,217.50,0,2.17
2013,11,16,1.07,0.00,0.96,2.00,2.02,220.51,0,1.95
2013,11,17,1.21,0.05,0.96,2.00,2.21,211.31,0,2.03
2013,11,18,1.46,0.00,1.00,2.22,2.46,221.81,0,2.45
2013,11,19,1.51,0.00,1.05,2.36,2.56,229.38,0,2.42
2013,11,20,0.93,0.00,0.64,1.43,1.57,152.82,1,1.25
2013,11,21,1.34,0.00,1.02,2.31,2.36,241.21,0,2.42
2013,11,22,1.24,0.00,0.85,2.06,2.09,218.83,0,1.76
2013,11,23,0.81,1.18,0.51,1.21,2.50,135.63,0,2.12
2013,11,24,0.91,0.21,0.62,1.50,1.74,165.40,0,2.04
2013,11,25,1.33,0.00,0.95,2.35,2.28,243.48,0,2.40
2013,11,26,1.47,0.00,0.85,2.17,2.32,217.46,0,1.86
2013,11,27,1.60,0.00,0.88,2.28,2.48,211.90,0,2.56
2013,11,28,0.64,0.13,0.09,0.23,0.86,22.81,0,1.16
2013,11,29,1.05,0.01,0.80,2.11,1.86,237.30,0,2.16
2013,11,30,1.27,0.00,0.88,2.34,2.15,252.48,0,1.92
2013,12,1,1.49,0.00,0.87,2.34,2.35,228.10,0,2.50
2013,12,2,1.67,0.00,0.95,2.59,2.62,229.99,0,2.39
2013,12,3,1.30,0.17,0.47,1.22,1.95,107.89,0,2.21
2013,12,4,0.22,1.62,0.12,0.20,1.96,21.52,0,1.08
2013,12,5,0.74,0.80,0.76,1.17,2.31,140.38,0,3.23
2013,12,6,1.11,0.00,1.20,1.84,2.31,211.80,1,2.90
2013,12,7,1.43,0.00,1.56,2.42,2.99,251.55,0,2.80
2013,12,8,1.40,0.00,1.10,1.69,2.50,158.48,0,3.11
2013,12,9,0.77,0.28,0.32,0.46,1.37,45.15,0,1.54
2013,12,10,1.16,0.00,1.14,1.70,2.30,183.87,1,2.47
2013,12,11,1.21,0.06,1.24,1.88,2.51,197.07,0,2.13
2013,12,12,1.42,0.00,1.61,2.47,3.03,255.57,0,2.76
2013,12,13,1.33,0.00,1.47,2.38,2.80,240.56,0,2.20
2013,12,14,1.26,0.00,0.96,2.41,2.23,259.17,0,2.37
2013,12,15,1.31,0.00,0.91,2.38,2.23,246.45,0,2.18
2013,12,16,1.40,0.00,0.96,2.54,2.35,256.24,0,2.49
2013,12,17,1.46,0.00,0.97,2.60,2.43,256.87,0,2.73
2013,12,18,1.65,0.00,1.00,2.71,2.65,250.37,0,2.66
2013,12,19,1.56,0.00,0.71,1.95,2.27,170.18,0,2.33
2013,12,20,1.54,0.11,0.82,2.20,2.48,197.69,0,2.34
2013,12,21,1.06,0.02,0.54,1.43,1.62,142.26,0,1.50
2013,12,22,0.93,0.07,0.35,0.90,1.35,83.43,0,2.34
2013,12,23,0.79,0.57,0.60,1.38,1.96,146.75,0,3.13
2013,12,24,1.45,0.00,1.08,2.49,2.53,256.03,0,3.22
2013,12,25,1.56,0.00,0.83,2.45,2.39,235.97,0,2.82
2013,12,26,1.37,0.03,0.57,1.77,1.98,168.90,0,2.95
2013,12,27,1.39,0.00,0.83,2.58,2.23,258.40,0,2.62
2013,12,28,1.57,0.00,0.79,2.46,2.36,239.64,0,2.56
2013,12,29,1.37,0.00,0.74,2.30,2.11,256.03,0,1.77
2013,12,30,1.51,0.00,0.69,2.28,2.20,250.76,0,2.34
2013,12,31,1.61,0.00,0.69,2.30,2.30,247.99,0,1.98
2014,1,1,0.90,0.05,0.15,0.48,1.10,51.02,0,1.51
2014,1,2,1.18,0.01,0.37,1.16,1.56,126.28,0,1.75
2014,1,3,1.46,0.00,0.59,1.84,2.05,199.43,0,2.22
2014,1,4,1.44,0.00,0.57,1.85,2.01,211.88,0,1.70
2014,1,5,1.45,0.00,0.28,1.92,1.73,217.49,0,1.89
2014,1,6,1.35,0.00,0.16,1.88,1.51,223.80,0,1.67
2014,1,7,1.37,0.00,0.19,2.21,1.56,263.32,1,1.48
2014,1,8,1.59,0.00,0.18,2.12,1.77,231.19,0,1.77
2014,1,9,1.59,0.00,0.18,2.08,1.77,216.94,0,1.60
2014,1,10,1.77,0.00,0.15,2.39,1.92,241.45,0,2.21
2014,1,11,1.65,0.00,0.13,2.11,1.78,213.47,0,1.77
2014,1,12,1.63,0.00,0.14,2.31,1.76,244.67,0,1.81
2014,1,13,1.86,0.00,0.14,2.34,2.00,230.22,0,2.15
2014,1,14,1.91,0.00,0.14,2.41,2.05,221.66,0,2.40
2014,1,15,1.86,0.00,0.13,2.21,1.99,199.95,0,2.07
2014,1,16,1.92,0.00,0.13,2.28,2.05,205.62,0,2.03
2014,1,17,1.93,0.05,0.15,2.38,2.13,215.68,0,2.02
2014,1,18,1.56,0.00,0.12,1.87,1.68,188.71,1,2.03
2014,1,19,1.43,0.00,0.14,2.20,1.57,243.30,1,1.35
2014,1,20,1.47,0.00,0.14,2.22,1.62,238.23,0,1.56
2014,1,21,1.41,0.00,0.12,2.13,1.53,238.40,0,1.57
2014,1,22,1.57,0.00,0.11,2.13,1.68,231.47,1,1.64
2014,1,23,1.72,0.00,0.10,2.11,1.82,215.90,0,1.79
2014,1,24,1.08,1.52,0.11,0.94,2.72,99.94,0,2.39
2014,1,25,1.33,0.00,0.22,1.89,1.55,220.95,1,2.50
2014,1,26,1.67,0.00,0.24,2.06,1.91,227.95,0,2.26
2014,1,27,1.83,0.00,0.25,2.14,2.08,224.85,0,1.89
2014,1,28,1.98,0.00,0.24,2.03,2.22,204.26,0,2.09
2014,1,29,1.71,0.00,0.23,2.00,1.94,228.33,1,1.63
2014,1,30,1.94,0.00,0.24,2.01,2.18,217.86,0,1.87
2014,1,31,1.90,0.00,0.25,2.08,2.15,222.90,0,1.70
2014,2,1,2.02,0.00,0.23,1.94,2.25,203.38,0,1.81
2014,2,2,2.11,0.00,0.21,1.87,2.32,186.90,0,1.79
2014,2,3,1.78,0.00,0.18,1.57,1.95,168.09,1,1.04
2014,2,4,1.69,0.00,0.20,1.80,1.89,214.28,1,1.62
2014,2,5,1.80,0.00,0.20,1.82,2.00,208.41,0,1.52
2014,2,6,1.86,0.00,0.21,1.84,2.06,201.64,0,1.57
2014,2,7,1.94,0.00,0.21,1.90,2.16,200.03,0,1.50
2014,2,8,2.02,0.00,0.21,1.86,2.23,192.24,0,1.73
2014,2,9,1.95,0.00,0.19,1.70,2.14,174.24,1,1.96
2014,2,10,1.63,0.00,0.18,1.60,1.81,190.16,1,1.60
2014,2,11,1.73,0.00,0.18,1.60,1.92,182.26,0,1.95
2014,2,12,1.71,0.00,0.18,1.51,1.89,165.37,0,2.02
2014,2,13,1.13,0.00,0.07,0.58,1.20,63.99,1,1.37
2014,2,14,1.10,0.00,0.07,0.59,1.17,65.83,1,1.22
2014,2,15,0.74,0.72,0.13,0.77,1.59,89.16,0,1.96
2014,2,16,1.37,0.02,0.28,1.59,1.67,191.10,0,2.74
2014,2,17,1.61,0.00,0.28,1.55,1.89,183.85,1,2.33
2014,2,18,1.78,0.00,0.30,1.70,2.08,192.18,0,1.72
2014,2,19,1.22,0.75,0.22,0.96,2.19,117.30,0,2.19
2014,2,20,1.35,0.05,0.33,1.38,1.72,179.97,0,2.03
2014,2,21,1.35,0.00,0.35,1.44,1.69,187.84,1,1.43
2014,2,22,1.33,0.00,0.37,1.52,1.70,193.70,1,1.14
2014,2,23,1.65,0.00,0.38,1.54,2.03,181.78,0,1.27
2014,2,24,1.71,0.00,0.39,1.57,2.10,178.07,0,1.30
2014,2,25,1.21,0.00,0.08,0.74,1.30,84.79,1,1.43
2014,2,26,1.42,0.00,0.17,1.56,1.60,189.99,1,1.37
2014,2,27,1.39,0.00,0.16,1.42,1.55,180.15,1,1.31
2014,2,28,1.45,0.03,0.17,1.46,1.64,178.55,0,1.23
2014,3,1,1.38,1.30,0.31,1.44,2.99,170.07,0,1.15
2014,3,2,1.45,0.00,0.33,1.52,1.78,181.06,1,1.17
2014,3,3,1.55,0.00,0.28,1.29,1.84,149.29,0,0.84
2014,3,4,1.48,0.39,0.37,1.44,2.23,164.20,0,1.26
2014,3,5,1.14,0.46,0.32,1.10,1.92,131.04,0,1.74
2014,3,6,1.44,0.00,0.41,1.38,1.85,172.01,1,1.83
2014,3,7,1.32,0.00,0.39,1.31,1.72,163.49,0,1.30
2014,3,8,1.63,0.00,0.41,1.35,2.04,156.13,0,1.31
2014,3,9,1.70,0.00,0.42,1.37,2.12,153.95,0,1.00
2014,3,10,1.59,0.00,0.35,1.13,1.94,122.61,0,0.83
2014,3,11,0.81,0.09,0.09,0.27,0.99,29.65,0,0.81
2014,3,12,1.37,0.00,0.47,1.39,1.83,170.57,1,2.17
2014,3,13,1.45,0.00,0.41,1.20,1.85,145.53,1,1.25
2014,3,14,1.54,0.00,0.43,1.26,1.97,146.31,0,1.07
2014,3,15,0.92,0.91,0.17,0.40,2.00,46.48,0,1.12
2014,3,16,0.94,0.05,0.34,0.75,1.33,99.42,0,2.14
2014,3,17,0.92,0.13,0.33,0.71,1.38,88.07,0,1.67
2014,3,18,1.27,0.00,0.48,1.05,1.75,126.86,1,1.55
2014,3,19,1.41,0.00,0.43,1.13,1.84,138.37,1,1.60
2014,3,20,1.54,0.00,0.45,1.16,1.99,137.12,1,0.95
2014,3,21,1.37,0.00,0.40,1.01,1.77,117.41,1,1.21
2014,3,22,1.15,0.00,0.43,1.09,1.58,143.17,1,1.07
2014,3,23,0.96,0.00,0.22,0.66,1.17,88.61,1,0.92
2014,3,24,1.12,0.01,0.32,0.97,1.46,125.91,0,1.13
2014,3,25,1.19,0.35,0.38,1.02,1.91,124.02,0,1.73
2014,3,26,0.92,0.41,0.27,0.64,1.59,76.24,0,1.15
2014,3,27,0.75,2.61,0.64,0.76,4.00,90.66,0,2.07
2014,3,28,1.11,0.07,0.92,1.06,2.11,127.21,0,2.46
2014,3,29,1.36,0.04,0.94,1.08,2.34,128.71,0,1.80
2014,3,30,1.09,0.30,0.88,0.97,2.27,115.70,0,2.22
2014,3,31,1.32,0.00,0.96,1.04,2.29,118.34,1,1.50
2014,4,1,1.40,0.10,1.06,1.13,2.56,119.77,0,1.81
2014,4,2,0.67,0.12,0.27,0.32,1.06,34.56,0,1.09
2014,4,3,0.69,0.05,0.64,0.74,1.38,86.73,0,1.60
2014,4,4,0.85,0.00,0.71,0.81,1.56,94.70,0,1.24
2014,4,5,1.03,0.09,0.79,0.91,1.92,102.72,0,1.39
2014,4,6,1.07,0.00,0.74,0.91,1.82,102.50,1,1.33
2014,4,7,0.83,0.00,0.46,0.55,1.29,61.93,1,1.03
2014,4,8,0.69,0.24,0.43,0.48,1.35,53.87,0,1.08
2014,4,9,0.11,2.43,0.22,0.22,2.77,26.44,0,2.00
2014,4,10,0.06,2.85,0.18,0.18,3.09,20.87,0,-4.58
2014,4,11,0.62,0.40,0.80,0.80,1.82,92.02,0,2.16
2014,4,12,0.91,0.00,0.89,0.89,1.80,101.47,1,2.18
2014,4,13,0.89,0.00,0.84,0.84,1.73,99.20,1,1.82
2014,4,14,0.93,0.00,0.77,0.77,1.70,93.11,1,1.71
2014,4,15,0.94,0.00,0.76,0.76,1.70,91.38,1,1.49
2014,4,16,0.88,0.00,0.68,0.68,1.56,80.90,1,1.29
2014,4,17,0.96,0.00,0.69,0.69,1.66,80.84,1,1.36
2014,4,18,0.58,0.09,0.30,0.30,0.97,36.62,0,0.91
2014,4,19,0.71,0.00,0.46,0.46,1.18,60.08,1,1.05
2014,4,20,0.56,0.00,0.34,0.34,0.90,43.70,1,0.76
2014,4,21,0.73,0.00,0.53,0.53,1.26,67.19,1,1.17
2014,4,22,0.52,0.13,0.24,0.24,0.88,28.86,0,1.10
2014,4,23,0.83,0.01,0.53,0.53,1.37,63.93,0,1.24
2014,4,24,0.82,0.00,0.51,0.51,1.33,64.30,1,1.02
2014,4,25,0.84,0.00,0.61,0.61,1.46,78.78,1,1.10
2014,4,26,0.74,0.02,0.51,0.51,1.26,61.60,0,1.13
2014,4,27,0.83,0.00,0.53,0.53,1.36,68.22,1,1.03
2014,4,28,0.73,0.09,0.63,0.63,1.46,77.38,0,1.06
2014,4,29,0.12,1.83,0.00,0.00,1.95,-3.69,0,0.22
2014,4,30,0.60,0.04,0.49,0.49,1.13,64.23,0,1.37
2014,5,1,0.61,0.03,0.41,0.41,1.05,55.57,0,1.11
2014,5,2,0.26,0.76,0.23,0.23,1.25,30.28,0,1.43
2014,5,3,0.40,0.50,0.42,0.42,1.32,55.57,0,1.78
2014,5,4,0.57,0.09,0.43,0.43,1.09,58.09,0,1.57
2014,5,5,0.32,0.17,0.27,0.27,0.76,35.33,0,1.01
2014,5,6,0.51,0.04,0.37,0.37,0.91,49.03,0,1.08
2014,5,7,0.63,0.00,0.42,0.42,1.06,56.63,1,1.02
2014,5,8,0.71,0.00,0.39,0.39,1.10,52.92,1,0.77
2014,5,9,0.50,0.17,0.20,0.20,0.86,24.72,0,1.27
2014,5,10,0.10,0.51,0.12,0.12,0.73,14.54,0,-1.17
2014,5,11,0.38,0.05,0.47,0.47,0.90,61.85,0,1.70
2014,5,12,0.59,0.00,0.53,0.53,1.12,68.68,1,1.48
2014,5,13,0.59,0.00,0.55,0.55,1.15,70.43,1,1.29
2014,5,14,0.64,0.00,0.43,0.43,1.07,52.84,1,1.16
2014,5,15,0.69,0.00,0.39,0.39,1.09,46.84,1,1.40
2014,5,16,0.68,0.00,0.34,0.34,1.02,40.39,1,1.14
2014,5,17,0.68,0.00,0.37,0.37,1.05,44.21,1,1.27
