y,m,d,Ec,Ei,Es,Es_eq,ET,Rn,FILTER,ET_obs
2012,4,25,0.35,0.03,0.21,0.30,0.59,33.25,0,1.34
2012,4,26,0.37,0.01,0.29,0.41,0.66,44.01,0,0.99
2012,4,27,0.61,0.00,0.52,0.73,1.12,75.97,1,1.33
2012,4,28,0.64,0.00,0.50,0.69,1.13,71.23,1,1.39
2012,4,29,0.61,0.00,0.51,0.69,1.12,74.22,1,1.36
2012,4,30,0.47,0.00,0.34,0.45,0.81,49.70,1,0.74
2012,5,1,0.70,0.00,0.59,0.78,1.29,76.66,1,1.46
2012,5,2,0.43,0.08,0.41,0.52,0.92,56.12,0,1.01
2012,5,3,0.41,0.03,0.29,0.35,0.73,40.44,0,0.84
2012,5,4,0.37,0.03,0.27,0.32,0.68,35.93,0,0.75
2012,5,5,0.43,0.00,0.42,0.48,0.85,53.67,1,1.00
2012,5,6,0.52,0.00,0.50,0.56,1.02,62.05,1,1.04
2012,5,7,0.30,0.07,0.30,0.32,0.68,36.01,0,0.88
2012,5,8,0.62,0.00,0.55,0.57,1.17,59.10,1,1.18
2012,5,9,0.36,0.06,0.06,0.06,0.48,6.20,0,0.35
2012,5,10,0.61,0.00,0.54,0.54,1.15,56.73,1,1.01
2012,5,11,0.54,0.00,0.41,0.41,0.95,45.32,1,1.07
2012,5,12,0.49,0.00,0.32,0.32,0.81,37.31,1,0.90
2012,5,13,0.35,0.17,0.21,0.21,0.74,24.79,0,1.23
2012,5,14,0.47,0.03,0.56,0.56,1.06,64.58,0,1.30
2012,5,15,0.36,0.04,0.20,0.20,0.61,23.78,0,0.67
2012,5,16,0.49,0.02,0.35,0.35,0.86,41.26,0,0.67
2012,5,17,0.54,0.00,0.36,0.36,0.90,43.66,1,0.61
2012,5,18,0.51,0.00,0.32,0.32,0.82,38.07,1,0.91
2012,5,19,0.47,0.02,0.40,0.40,0.88,48.93,0,0.63
2012,5,20,0.49,0.00,0.31,0.31,0.80,39.06,1,0.57
2012,5,21,0.48,0.00,0.42,0.43,0.90,56.26,1,1.06
2012,5,22,0.56,0.00,0.29,0.29,0.85,34.92,1,1.05
2012,5,23,0.74,0.00,0.40,0.40,1.14,45.27,1,1.38
2012,5,24,0.22,1.14,0.00,0.00,1.36,0.51,0,0.05
2012,5,25,0.07,2.26,0.00,0.00,2.32,-2.03,0,0.05
2012,5,26,0.26,0.04,0.32,0.32,0.61,38.87,0,1.25
2012,5,27,0.49,0.00,0.35,0.35,0.84,42.83,1,1.14
2012,5,28,0.32,0.00,0.07,0.07,0.39,8.51,0,0.31
2012,5,29,0.40,0.00,0.23,0.23,0.63,28.36,1,0.55
2012,5,30,0.40,0.00,0.25,0.25,0.65,30.56,1,0.55
2012,5,31,0.36,0.00,0.30,0.30,0.66,37.98,1,0.63
2012,6,1,0.34,0.00,0.29,0.29,0.63,36.89,1,1.01
2012,6,2,0.31,0.00,0.00,0.00,0.31,-6.47,0,-1.35
2012,6,3,0.40,0.00,0.20,0.20,0.60,24.65,1,0.52
2012,6,4,0.27,1.40,0.36,0.36,2.04,44.62,0,0.98
2012,6,5,0.34,0.03,0.00,0.00,0.37,-2.01,0,-0.10
2012,6,6,0.51,0.00,0.16,0.16,0.67,20.11,1,0.62
2012,6,7,0.20,0.02,0.00,0.00,0.22,-9.90,0,-0.57
2012,6,8,0.35,0.00,0.24,0.24,0.59,30.02,1,0.95
2012,6,9,0.26,0.03,0.27,0.27,0.56,32.97,0,0.62
2012,6,10,0.40,0.00,0.17,0.17,0.57,22.21,1,0.40
2012,6,11,0.42,0.00,0.18,0.18,0.60,22.66,1,0.29
2012,6,12,0.33,0.00,0.16,0.16,0.50,21.50,1,0.39
2012,6,13,0.41,0.00,0.26,0.26,0.66,32.00,1,0.51
2012,6,14,0.16,0.47,0.00,0.00,0.63,-7.13,0,0.12
2012,6,15,0.39,0.00,0.22,0.22,0.61,26.73,1,0.61
2012,6,16,0.27,0.00,0.22,0.22,0.49,27.45,1,0.60
2012,6,17,0.34,0.09,0.12,0.12,0.55,15.20,0,0.48
2012,6,18,0.22,0.09,0.22,0.22,0.53,27.03,0,1.20
2012,6,19,0.44,0.02,0.23,0.23,0.68,29.08,0,0.71
2012,6,20,0.31,0.00,0.27,0.27,0.58,36.76,1,0.64
2012,6,21,0.04,2.19,0.03,0.03,2.26,3.80,0,-0.18
2012,6,22,0.12,0.75,0.00,0.00,0.87,-6.37,0,-0.78
2012,6,23,0.24,0.04,0.22,0.22,0.50,29.93,0,0.81
2012,6,24,0.16,0.06,0.21,0.21,0.43,25.91,0,1.08
2012,6,25,0.21,0.10,0.24,0.24,0.55,29.21,0,0.92
2012,6,26,0.40,0.00,0.20,0.20,0.60,27.90,1,0.65
2012,6,27,0.38,0.06,0.37,0.37,0.82,48.52,0,0.61
2012,6,28,0.32,0.06,0.23,0.23,0.61,28.71,0,0.95
2012,6,29,0.25,0.23,0.06,0.06,0.54,8.02,0,1.34
2012,6,30,0.12,0.21,0.00,0.00,0.34,-0.12,0,-0.01
2012,7,1,0.06,0.77,0.12,0.12,0.95,16.35,0,-3.65
2012,7,2,0.33,0.08,0.11,0.11,0.52,14.32,0,0.67
2012,7,3,0.28,0.07,0.13,0.13,0.48,16.17,0,0.54
2012,7,4,0.34,0.03,0.18,0.18,0.55,23.16,0,0.61
2012,7,5,0.34,0.00,0.16,0.16,0.51,21.59,1,0.49
2012,7,6,0.37,0.00,0.27,0.27,0.65,37.15,1,0.73
2012,7,7,0.40,0.00,0.37,0.37,0.77,53.83,1,0.87
2012,7,8,0.38,0.00,0.26,0.26,0.64,34.33,1,0.53
2012,7,9,0.30,0.22,0.21,0.21,0.73,24.73,0,1.67
2012,7,10,0.06,1.57,0.07,0.07,1.70,7.58,0,-2.23
2012,7,11,0.19,0.23,0.32,0.32,0.75,35.79,0,1.37
2012,7,12,0.07,0.91,0.00,0.00,0.98,-1.07,0,0.44
2012,7,13,0.21,0.20,0.46,0.46,0.88,50.40,0,1.91
2012,7,14,0.20,0.72,0.44,0.44,1.37,50.61,0,1.66
2012,7,15,0.21,0.09,0.28,0.28,0.58,33.47,0,1.44
2012,7,16,0.11,0.16,0.30,0.30,0.58,33.04,0,1.24
2012,7,17,0.38,0.00,0.31,0.31,0.70,34.52,1,1.20
2012,7,18,0.32,0.16,0.21,0.21,0.70,25.32,0,0.69
2012,7,19,0.37,0.00,0.37,0.37,0.74,44.74,1,0.72
2012,7,20,0.27,0.06,0.43,0.43,0.76,49.98,0,0.57
2012,7,21,0.36,0.05,0.37,0.37,0.77,41.49,0,1.05
2012,7,22,0.36,0.01,0.33,0.33,0.71,38.42,0,0.83
2012,7,23,0.36,0.00,0.46,0.46,0.82,54.19,1,0.88
2012,7,24,0.27,0.00,0.39,0.39,0.66,46.94,1,1.27
2012,7,25,0.23,0.19,0.22,0.22,0.64,24.42,0,1.10
2012,7,26,0.08,0.50,0.17,0.17,0.75,19.93,0,1.08
2012,7,27,0.18,0.82,0.37,0.37,1.37,42.83,0,1.49
2012,7,28,0.29,0.16,0.34,0.34,0.79,39.52,0,0.81
2012,7,29,0.32,0.04,0.29,0.29,0.65,35.27,0,1.05
2012,7,30,0.36,0.04,0.33,0.33,0.72,38.36,0,1.26
2012,7,31,0.46,0.02,0.49,0.49,0.97,57.58,0,1.20
2012,8,1,0.44,0.00,0.43,0.43,0.86,51.27,1,0.80
2012,8,2,0.23,0.00,0.31,0.31,0.54,39.60,1,0.73
2012,8,3,0.47,0.00,0.61,0.61,1.08,71.20,1,0.94
2012,8,4,0.53,0.14,0.61,0.61,1.28,68.80,0,1.36
2012,8,5,0.40,0.42,0.46,0.46,1.28,51.34,0,1.72
2012,8,6,0.37,0.05,0.50,0.50,0.92,61.18,0,1.02
2012,8,7,0.43,0.00,0.49,0.49,0.92,58.13,1,1.19
2012,8,8,0.16,0.42,0.06,0.06,0.65,7.54,0,-1.10
2012,8,9,0.32,0.12,0.39,0.39,0.83,46.85,0,1.81
2012,8,10,0.34,0.25,0.42,0.42,1.01,47.64,0,1.52
2012,8,11,0.45,0.04,0.56,0.56,1.04,62.56,0,1.31
2012,8,12,0.46,0.01,0.56,0.56,1.03,63.67,0,1.13
2012,8,13,0.44,0.00,0.65,0.65,1.09,75.20,1,1.13
2012,8,14,0.25,0.12,0.17,0.17,0.54,19.23,0,0.76
2012,8,15,0.30,0.11,0.63,0.63,1.04,76.13,0,1.98
2012,8,16,0.27,0.47,0.58,0.58,1.32,67.02,0,1.79
2012,8,17,0.11,1.48,0.21,0.21,1.80,25.37,0,2.19
2012,8,18,0.35,0.31,0.48,0.48,1.14,55.25,0,1.80
2012,8,19,0.38,0.03,0.43,0.43,0.83,52.48,0,1.05
2012,8,20,0.33,0.04,0.51,0.51,0.87,60.83,0,1.16
2012,8,21,0.62,0.11,0.83,0.83,1.56,91.91,0,1.88
2012,8,22,0.54,0.15,0.60,0.60,1.29,62.47,0,2.37
2012,8,23,0.40,0.55,0.29,0.29,1.23,31.21,0,1.13
2012,8,24,0.29,0.28,0.46,0.46,1.03,54.98,0,1.66
2012,8,25,0.21,0.11,0.54,0.54,0.87,66.64,0,1.76
2012,8,26,0.48,0.01,0.58,0.58,1.07,66.91,0,1.38
2012,8,27,0.44,0.00,0.53,0.53,0.98,64.06,1,0.92
2012,8,28,0.61,0.06,0.84,0.84,1.51,94.55,0,1.45
2012,8,29,0.68,0.14,0.92,0.92,1.74,97.57,0,2.30
2012,8,30,0.42,0.15,0.71,0.71,1.28,84.60,0,1.97
2012,8,31,0.44,0.33,0.50,0.50,1.27,61.19,0,1.50
2012,9,1,0.62,0.00,0.83,0.83,1.46,98.00,1,1.38
2012,9,2,0.63,0.00,0.94,0.94,1.57,109.91,1,1.35
2012,9,3,0.71,0.00,0.86,0.86,1.57,93.49,1,1.23
2012,9,4,0.87,0.00,0.90,0.90,1.77,90.37,1,1.73
2012,9,5,0.32,0.03,0.00,0.00,0.35,-32.36,0,1.64
2012,9,6,0.52,0.59,0.58,0.58,1.68,60.16,0,1.65
2012,9,7,0.47,0.25,0.86,0.86,1.58,98.07,0,2.75
2012,9,8,0.53,0.04,0.88,0.88,1.44,96.73,0,2.04
2012,9,9,0.69,0.00,1.10,1.10,1.79,119.10,1,1.55
2012,9,10,0.69,0.00,1.09,1.09,1.79,123.16,0,1.34
2012,9,11,0.81,0.00,1.10,1.10,1.91,117.11,1,1.68
2012,9,12,0.86,0.14,1.18,1.18,2.18,119.60,0,1.93
2012,9,13,0.59,0.15,0.86,0.86,1.60,98.09,0,2.08
2012,9,14,0.41,0.00,0.53,0.53,0.94,61.50,1,0.83
2012,9,15,0.67,0.00,1.12,1.12,1.78,122.23,1,1.55
2012,9,16,0.38,0.01,0.46,0.46,0.86,51.95,0,0.74
2012,9,17,0.45,0.07,0.56,0.56,1.07,59.27,0,0.86
2012,9,18,0.34,1.53,0.54,0.54,2.41,58.75,0,1.25
2012,9,19,0.40,0.13,0.74,0.74,1.27,81.69,0,0.97
2012,9,20,0.77,0.22,1.31,1.31,2.30,130.61,0,2.22
2012,9,21,0.72,0.07,1.00,1.00,1.80,102.06,0,1.65
2012,9,22,0.87,0.00,1.38,1.38,2.25,141.62,0,1.62
2012,9,23,0.84,0.00,1.25,1.25,2.09,131.26,1,1.60
2012,9,24,0.69,0.00,0.94,1.00,1.63,114.70,1,1.33
2012,9,25,0.83,0.00,1.11,1.30,1.94,145.54,1,1.22
2012,9,26,0.90,0.00,1.01,1.25,1.91,130.37,0,1.43
2012,9,27,0.98,0.07,0.81,0.99,1.85,91.27,0,2.04
2012,9,28,0.40,0.63,0.11,0.11,1.14,11.18,0,0.82
2012,9,29,0.56,0.17,0.98,1.03,1.72,122.74,0,2.03
2012,9,30,0.57,0.04,0.79,0.85,1.40,98.99,0,1.73
2012,10,1,0.70,0.00,1.01,1.13,1.71,124.47,1,1.88
2012,10,2,0.94,0.00,1.27,1.58,2.21,159.66,0,1.74
2012,10,3,1.07,0.00,1.34,1.71,2.41,164.97,0,2.01
2012,10,4,1.25,0.00,1.29,1.69,2.54,151.86,0,2.02
2012,10,5,0.89,0.00,1.19,1.59,2.08,162.02,1,1.65
2012,10,6,0.19,1.86,0.12,0.12,2.16,13.66,0,1.18
2012,10,7,0.56,0.01,0.81,0.81,1.38,92.77,0,1.99
2012,10,8,0.58,0.00,0.73,0.73,1.31,82.29,1,1.46
2012,10,9,0.79,0.10,1.38,1.38,2.27,149.95,0,2.00
2012,10,10,0.73,0.02,1.26,1.26,2.00,141.56,0,2.45
2012,10,11,0.34,0.65,0.61,0.61,1.60,72.13,0,2.24
2012,10,12,0.63,0.01,0.96,0.96,1.60,105.92,0,2.30
2012,10,13,0.67,0.03,1.18,1.18,1.88,128.05,0,1.65
2012,10,14,0.99,0.00,1.78,1.78,2.77,182.02,0,2.13
2012,10,15,1.08,0.01,1.40,1.40,2.49,129.02,0,2.14
2012,10,16,0.54,0.46,0.24,0.24,1.24,24.89,0,1.02
2012,10,17,0.88,0.00,1.43,1.43,2.31,161.33,1,1.94
2012,10,18,1.01,0.00,1.34,1.34,2.36,145.55,0,1.63
2012,10,19,1.33,0.07,1.82,1.82,3.22,183.18,0,2.07
2012,10,20,1.22,0.00,1.34,1.79,2.56,187.66,0,1.99
2012,10,21,1.10,0.00,1.26,1.77,2.36,200.46,0,1.85
2012,10,22,1.08,0.00,1.12,1.65,2.20,193.02,0,1.64
2012,10,23,1.15,0.00,1.01,1.53,2.16,170.65,0,1.75
2012,10,24,0.96,0.00,0.52,0.77,1.48,80.92,0,1.59
2012,10,25,1.14,0.00,1.09,1.65,2.23,171.99,0,1.70
2012,10,26,0.85,0.04,0.79,1.19,1.68,141.90,0,1.48
2012,10,27,0.92,0.00,1.06,1.62,1.98,196.04,0,1.43
2012,10,28,1.19,0.00,1.19,1.84,2.38,201.86,0,1.76
2012,10,29,1.36,0.00,1.17,1.87,2.53,188.58,0,1.67
2012,10,30,1.55,0.00,1.07,2.04,2.62,194.33,0,1.87
2012,10,31,1.32,0.00,0.69,1.39,2.01,130.83,1,1.89
2012,11,1,0.98,0.22,0.63,1.23,1.83,133.32,0,1.90
2012,11,2,0.90,0.00,0.79,1.56,1.69,183.49,0,1.41
2012,11,3,1.18,0.00,0.86,1.70,2.04,181.82,0,1.73
2012,11,4,1.42,0.00,0.99,1.98,2.41,194.56,0,1.81
2012,11,5,0.83,0.07,0.21,0.40,1.11,37.65,0,1.22
2012,11,6,0.74,0.55,0.36,0.60,1.64,57.77,0,1.74
2012,11,7,0.54,0.04,0.15,0.57,0.73,59.51,0,1.53
2012,11,8,1.24,0.14,0.49,1.82,1.86,188.70,0,2.84
2012,11,9,1.10,0.00,0.48,1.82,1.57,204.60,1,2.28
2012,11,10,1.18,0.00,0.49,1.99,1.67,224.00,1,1.61
2012,11,11,1.36,0.00,0.51,2.13,1.87,220.94,0,2.00
2012,11,12,1.29,0.00,0.27,1.63,1.56,164.09,1,2.16
2012,11,13,1.15,0.00,0.32,2.01,1.47,226.15,0,1.80
2012,11,14,1.25,0.00,0.30,1.96,1.55,212.63,0,1.82
2012,11,15,1.04,0.00,0.19,1.24,1.23,134.00,1,1.43
2012,11,16,1.09,0.00,0.30,2.00,1.39,225.94,0,1.31
2012,11,17,1.14,0.00,0.20,1.94,1.34,217.16,0,1.61
2012,11,18,1.09,0.01,0.18,1.78,1.28,200.55,0,1.46
2012,11,19,1.33,0.00,0.22,2.21,1.55,233.41,0,1.52
2012,11,20,1.41,0.00,0.19,2.08,1.60,206.43,0,1.91
2012,11,21,1.37,0.00,0.18,1.90,1.55,189.46,1,1.50
2012,11,22,1.23,0.00,0.20,2.17,1.43,234.79,0,1.48
2012,11,23,1.44,0.00,0.20,2.19,1.64,218.28,0,1.64
2012,11,24,1.55,0.00,0.19,2.04,1.74,189.83,0,1.65
2012,11,25,1.47,0.00,0.21,2.36,1.67,226.93,0,1.75
2012,11,26,1.04,0.09,0.11,1.15,1.24,115.70,0,1.46
2012,11,27,1.00,0.24,0.16,1.47,1.40,147.23,0,2.94
2012,11,28,1.57,0.00,0.27,2.46,1.85,228.07,0,2.39
2012,11,29,1.75,0.00,0.30,2.73,2.05,241.33,0,1.71
2012,11,30,1.09,0.16,0.10,0.84,1.36,77.81,0,2.02
2012,12,1,1.22,0.19,0.17,1.21,1.57,121.33,0,2.62
2012,12,2,1.35,0.00,0.26,1.89,1.61,217.64,0,2.02
2012,12,3,1.34,0.00,0.20,1.71,1.54,198.11,0,1.91
2012,12,4,1.25,0.00,0.20,1.69,1.45,208.10,0,1.75
2012,12,5,1.05,0.07,0.14,1.10,1.26,134.25,0,1.35
2012,12,6,1.38,0.00,0.24,1.94,1.62,223.95,0,1.53
2012,12,7,1.24,0.00,0.12,1.04,1.36,111.67,0,1.28
2012,12,8,1.72,0.00,0.15,2.08,1.87,208.94,0,2.35
2012,12,9,1.37,0.00,0.14,2.17,1.52,253.57,1,1.55
2012,12,10,1.47,0.00,0.12,2.22,1.59,254.62,0,1.69
2012,12,11,1.74,0.00,0.13,2.34,1.87,247.71,0,1.69
2012,12,12,1.73,0.00,0.12,2.23,1.85,225.45,0,1.68
2012,12,13,1.69,0.05,0.13,2.21,1.87,219.53,0,2.20
2012,12,14,0.48,0.10,0.03,0.45,0.61,48.85,0,1.84
2012,12,15,1.19,0.55,0.15,1.38,1.89,143.60,0,3.84
2012,12,16,1.14,0.00,0.12,1.09,1.26,122.38,1,2.33
2012,12,17,1.56,0.00,0.23,2.19,1.79,251.33,0,2.95
2012,12,18,1.71,0.00,0.25,2.36,1.95,253.57,0,2.15
2012,12,19,1.70,0.06,0.21,1.95,1.97,191.20,0,2.32
2012,12,20,1.55,0.09,0.27,2.40,1.91,265.45,0,3.61
2012,12,21,1.61,0.00,0.25,2.24,1.86,247.30,1,2.88
2012,12,22,1.80,0.00,0.26,2.30,2.06,238.14,0,2.40
2012,12,23,1.82,0.00,0.22,1.92,2.03,185.02,1,2.24
2012,12,24,0.87,0.00,0.03,0.29,0.90,29.91,1,0.59
2012,12,25,1.41,0.00,0.25,2.18,1.67,252.28,0,1.59
2012,12,26,1.57,0.00,0.24,2.10,1.81,232.07,0,1.55
2012,12,27,1.57,0.00,0.24,2.05,1.81,219.31,0,1.93
2012,12,28,1.45,0.00,0.24,2.28,1.69,258.71,1,1.76
2012,12,29,1.44,0.00,0.20,2.23,1.63,253.48,0,1.41
2012,12,30,1.55,0.00,0.19,2.20,1.75,246.19,0,1.64
2012,12,31,1.70,0.00,0.20,2.27,1.90,241.84,0,1.85
2013,1,1,1.74,0.00,0.18,2.35,1.92,244.08,0,1.87
2013,1,2,1.55,0.00,0.14,2.24,1.68,248.02,1,1.77
2013,1,3,1.90,0.00,0.15,2.42,2.04,238.02,0,1.51
2013,1,4,1.94,0.00,0.15,2.51,2.09,233.00,0,1.67
2013,1,5,1.83,0.00,0.15,2.47,1.98,238.74,0,1.78
2013,1,6,1.61,0.00,0.13,2.42,1.74,253.03,0,1.60
2013,1,7,1.89,0.00,0.13,2.42,2.01,232.20,0,1.76
2013,1,8,1.72,0.00,0.10,1.95,1.82,193.76,1,1.69
2013,1,9,1.44,0.00,0.10,1.95,1.54,226.63,0,1.51
2013,1,10,1.73,0.00,0.11,2.20,1.85,234.99,0,1.67
2013,1,11,1.86,0.00,0.12,2.30,1.98,225.03,0,1.50
2013,1,12,1.10,0.00,0.05,1.00,1.15,110.09,1,1.19
2013,1,13,0.52,0.00,0.01,0.22,0.53,25.88,0,1.09
2013,1,14,1.47,0.00,0.11,2.10,1.58,241.78,0,2.34
2013,1,15,1.68,0.00,0.10,2.20,1.78,233.92,0,1.41
2013,1,16,1.78,0.00,0.02,2.20,1.80,223.59,0,2.16
2013,1,17,1.89,0.00,0.02,2.25,1.91,215.41,0,2.29
2013,1,18,1.68,0.00,0.02,1.99,1.70,197.80,1,1.37
2013,1,19,1.46,0.00,0.02,2.02,1.48,224.92,1,1.57
2013,1,20,1.66,0.00,0.01,2.11,1.67,222.77,0,1.53
2013,1,21,1.74,0.00,0.00,2.24,1.74,227.10,0,2.04
2013,1,22,1.56,0.00,0.00,2.18,1.56,233.28,0,1.57
2013,1,23,1.55,0.00,0.00,2.14,1.55,232.09,0,1.68
2013,1,24,1.79,0.00,0.00,2.22,1.79,224.16,0,1.30
2013,1,25,1.34,0.00,0.00,1.04,1.34,105.18,1,1.40
2013,1,26,1.43,0.00,0.00,2.06,1.43,231.65,1,1.47
2013,1,27,1.44,0.00,0.00,2.08,1.44,229.32,0,1.39
2013,1,28,1.54,0.00,0.00,2.09,1.54,224.37,0,1.36
2013,1,29,1.32,0.00,0.00,1.97,1.32,227.41,1,0.94
2013,1,30,1.59,0.00,0.00,1.98,1.59,219.25,0,1.40
2013,1,31,1.49,0.19,0.02,1.78,1.70,192.96,0,1.06
2013,2,1,1.15,0.00,0.02,1.42,1.17,172.14,1,1.04
2013,2,2,1.34,0.00,0.02,1.89,1.36,220.79,0,0.98
2013,2,3,1.39,0.00,0.02,1.77,1.42,193.41,0,1.08
2013,2,4,1.53,0.00,0.02,1.93,1.56,210.03,0,1.41
2013,2,5,1.67,0.00,0.02,1.95,1.70,203.43,0,1.20
2013,2,6,1.81,0.00,0.02,1.97,1.83,194.13,0,1.36
2013,2,7,1.66,0.00,0.02,1.51,1.68,146.20,0,1.33
2013,2,8,1.53,0.00,0.02,1.52,1.55,153.50,1,1.55
2013,2,9,1.38,0.00,0.01,1.13,1.40,114.63,1,1.00
2013,2,10,1.31,0.00,0.02,1.54,1.33,170.84,1,1.18
2013,2,11,1.48,0.00,0.02,1.83,1.51,198.94,0,1.42
2013,2,12,1.51,0.00,0.03,1.94,1.54,205.24,0,0.96
2013,2,13,1.63,0.01,0.03,1.99,1.66,201.88,0,0.97
2013,2,14,1.62,0.22,0.06,2.00,1.90,200.29,0,1.03
2013,2,15,1.43,0.84,0.12,1.41,2.39,142.91,0,1.14
2013,2,16,1.68,0.00,0.17,1.95,1.84,194.54,0,0.90
2013,2,17,1.71,0.00,0.17,1.94,1.87,192.35,0,1.05
2013,2,18,1.68,0.00,0.16,1.89,1.84,186.24,0,1.17
2013,2,19,1.37,0.03,0.12,1.36,1.52,140.81,0,1.10
2013,2,20,1.49,0.00,0.15,1.72,1.64,183.70,1,1.40
2013,2,21,1.46,0.10,0.17,1.79,1.73,184.03,0,1.21
2013,2,22,1.48,0.00,0.15,1.50,1.62,152.45,1,2.23
2013,2,23,1.69,0.00,0.18,1.77,1.86,176.58,0,1.49
2013,2,24,1.60,0.00,0.15,1.53,1.75,148.73,0,1.36
2013,2,25,1.54,0.11,0.19,1.70,1.84,165.70,0,0.94
2013,2,26,0.90,1.33,0.19,0.92,2.42,96.91,0,2.39
2013,2,27,0.70,1.83,0.31,0.79,2.85,83.86,0,2.51
2013,2,28,1.07,0.20,0.58,1.39,1.84,163.77,0,3.09
2013,3,1,1.36,0.00,0.66,1.57,2.02,175.84,1,2.85
2013,3,2,1.47,0.00,0.65,1.54,2.12,168.91,1,2.41
2013,3,3,1.57,0.00,0.67,1.57,2.23,166.61,1,1.67
2013,3,4,1.59,0.00,0.66,1.59,2.24,164.15,0,1.62
2013,3,5,1.55,0.00,0.66,1.61,2.21,166.14,0,1.61
2013,3,6,1.55,0.00,0.68,1.66,2.23,169.86,0,1.48
2013,3,7,1.56,0.00,0.64,1.56,2.20,153.63,0,1.33
2013,3,8,1.53,0.00,0.59,1.42,2.12,138.16,0,1.33
2013,3,9,1.55,0.00,0.65,1.54,2.20,151.64,0,1.46
2013,3,10,1.50,0.00,0.54,1.26,2.04,123.03,0,1.39
2013,3,11,1.64,0.00,0.66,1.54,2.29,149.19,0,1.24
2013,3,12,1.57,0.00,0.67,1.58,2.24,154.21,0,1.40
2013,3,13,1.40,0.00,0.53,1.24,1.93,125.33,1,1.73
2013,3,14,1.24,0.00,0.57,1.33,1.81,151.21,1,1.32
2013,3,15,1.32,0.00,0.57,1.33,1.89,146.82,0,1.60
2013,3,16,0.71,0.34,0.20,0.43,1.25,50.12,0,1.32
2013,3,17,0.97,0.00,0.53,1.09,1.49,136.26,1,1.91
2013,3,18,1.01,0.00,0.51,1.08,1.52,130.19,1,1.26
2013,3,19,1.28,0.00,0.50,1.26,1.78,139.68,0,1.46
2013,3,20,1.19,0.01,0.49,1.21,1.70,125.88,0,1.13
2013,3,21,0.42,0.89,0.08,0.15,1.39,15.40,0,0.85
2013,3,22,0.69,0.00,0.32,0.61,1.01,66.45,1,1.47
2013,3,23,1.01,0.00,0.62,1.18,1.63,124.43,1,2.13
2013,3,24,1.12,0.00,0.66,1.25,1.79,124.63,0,2.17
2013,3,25,1.09,0.00,0.64,1.20,1.73,121.94,1,1.46
2013,3,26,1.31,0.00,0.80,1.50,2.11,142.31,0,1.46
2013,3,27,1.28,0.00,0.67,1.24,1.95,112.13,0,1.63
2013,3,28,0.66,0.97,0.41,0.61,2.04,64.84,0,1.96
2013,3,29,0.79,0.00,0.52,0.78,1.31,89.22,1,1.23
2013,3,30,0.68,0.00,0.34,0.64,1.02,69.95,1,1.23
2013,3,31,0.81,0.14,0.25,0.86,1.20,90.59,0,1.32
2013,4,1,0.82,0.00,0.23,0.84,1.05,92.85,1,1.18
2013,4,2,0.76,0.07,0.23,0.79,1.06,85.30,0,1.02
2013,4,3,0.89,0.00,0.29,1.02,1.18,115.05,1,1.24
2013,4,4,0.95,0.00,0.28,0.97,1.24,105.65,0,1.03
2013,4,5,0.95,0.00,0.27,0.90,1.22,93.82,1,0.77
2013,4,6,1.02,0.00,0.31,1.01,1.33,104.20,1,0.87
2013,4,7,1.00,0.02,0.28,0.90,1.30,91.04,0,0.98
2013,4,8,1.01,0.01,0.31,0.97,1.33,97.16,0,0.90
2013,4,9,0.94,0.03,0.29,0.87,1.26,88.67,0,1.01
2013,4,10,1.02,0.00,0.29,0.86,1.31,86.97,1,0.95
2013,4,11,0.98,0.00,0.32,0.94,1.30,96.84,1,0.98
2013,4,12,0.95,0.00,0.29,0.84,1.24,82.30,1,0.82
2013,4,13,0.59,0.07,0.05,0.14,0.71,13.30,0,0.52
2013,4,14,0.87,0.30,0.40,0.93,1.56,86.68,0,1.01
2013,4,15,0.61,0.00,0.32,0.73,0.93,74.29,1,0.89
2013,4,16,0.75,0.00,0.33,0.74,1.08,75.43,1,0.93
2013,4,17,0.65,0.00,0.24,0.61,0.89,62.59,1,0.74
2013,4,18,0.56,0.02,0.19,0.47,0.77,49.36,0,0.56
2013,4,19,0.74,0.00,0.28,0.68,1.02,73.63,1,0.63
2013,4,20,0.73,0.00,0.31,0.74,1.04,78.75,1,0.74
2013,4,21,0.68,0.09,0.36,0.82,1.13,86.99,0,0.89
2013,4,22,0.31,0.39,0.13,0.36,0.83,38.06,0,1.81
2013,4,23,0.71,0.16,0.35,0.91,1.22,91.65,0,1.78
2013,4,24,0.65,0.00,0.25,0.63,0.91,64.06,1,0.99
2013,4,25,0.70,0.01,0.29,0.72,1.00,72.69,0,0.96
2013,4,26,0.68,0.01,0.26,0.62,0.95,61.59,0,0.56
2013,4,27,0.81,0.00,0.35,0.81,1.16,78.56,1,1.10
2013,4,28,0.85,0.00,0.29,0.66,1.15,61.65,1,0.80
2013,4,29,0.44,0.00,0.06,0.22,0.50,22.50,1,0.36
2013,4,30,0.63,0.00,0.11,0.40,0.74,41.75,1,0.53
2013,5,1,0.48,0.00,0.07,0.27,0.55,28.83,1,0.56
2013,5,2,0.65,0.00,0.12,0.49,0.78,55.03,1,0.44
2013,5,3,0.70,0.06,0.15,0.55,0.90,57.64,0,0.55
2013,5,4,0.68,0.05,0.16,0.59,0.89,63.38,0,0.64
2013,5,5,0.59,0.00,0.13,0.48,0.72,54.31,1,0.52
